%time,field.header.seq,field.header.stamp,field.header.frame_id,field.sensors_val0.header.seq,field.sensors_val0.header.stamp,field.sensors_val0.header.frame_id,field.sensors_val0.S_Ax,field.sensors_val0.S_Ay,field.sensors_val0.S_Az,field.sensors_val0.S_Mx,field.sensors_val0.S_My,field.sensors_val0.S_Mz,field.sensors_val0.S_Gx,field.sensors_val0.S_Gy,field.sensors_val0.S_Gz,field.sensors_val0.number,field.sensors_val0.total_number,field.sensors_val1.header.seq,field.sensors_val1.header.stamp,field.sensors_val1.header.frame_id,field.sensors_val1.S_Ax,field.sensors_val1.S_Ay,field.sensors_val1.S_Az,field.sensors_val1.S_Mx,field.sensors_val1.S_My,field.sensors_val1.S_Mz,field.sensors_val1.S_Gx,field.sensors_val1.S_Gy,field.sensors_val1.S_Gz,field.sensors_val1.number,field.sensors_val1.total_number,field.sensors_val2.header.seq,field.sensors_val2.header.stamp,field.sensors_val2.header.frame_id,field.sensors_val2.S_Ax,field.sensors_val2.S_Ay,field.sensors_val2.S_Az,field.sensors_val2.S_Mx,field.sensors_val2.S_My,field.sensors_val2.S_Mz,field.sensors_val2.S_Gx,field.sensors_val2.S_Gy,field.sensors_val2.S_Gz,field.sensors_val2.number,field.sensors_val2.total_number,field.sensors_val3.header.seq,field.sensors_val3.header.stamp,field.sensors_val3.header.frame_id,field.sensors_val3.S_Ax,field.sensors_val3.S_Ay,field.sensors_val3.S_Az,field.sensors_val3.S_Mx,field.sensors_val3.S_My,field.sensors_val3.S_Mz,field.sensors_val3.S_Gx,field.sensors_val3.S_Gy,field.sensors_val3.S_Gz,field.sensors_val3.number,field.sensors_val3.total_number,field.sensors_val4.header.seq,field.sensors_val4.header.stamp,field.sensors_val4.header.frame_id,field.sensors_val4.S_Ax,field.sensors_val4.S_Ay,field.sensors_val4.S_Az,field.sensors_val4.S_Mx,field.sensors_val4.S_My,field.sensors_val4.S_Mz,field.sensors_val4.S_Gx,field.sensors_val4.S_Gy,field.sensors_val4.S_Gz,field.sensors_val4.number,field.sensors_val4.total_number,field.sensors_val5.header.seq,field.sensors_val5.header.stamp,field.sensors_val5.header.frame_id,field.sensors_val5.S_Ax,field.sensors_val5.S_Ay,field.sensors_val5.S_Az,field.sensors_val5.S_Mx,field.sensors_val5.S_My,field.sensors_val5.S_Mz,field.sensors_val5.S_Gx,field.sensors_val5.S_Gy,field.sensors_val5.S_Gz,field.sensors_val5.number,field.sensors_val5.total_number,field.sensors_val6.header.seq,field.sensors_val6.header.stamp,field.sensors_val6.header.frame_id,field.sensors_val6.S_Ax,field.sensors_val6.S_Ay,field.sensors_val6.S_Az,field.sensors_val6.S_Mx,field.sensors_val6.S_My,field.sensors_val6.S_Mz,field.sensors_val6.S_Gx,field.sensors_val6.S_Gy,field.sensors_val6.S_Gz,field.sensors_val6.number,field.sensors_val6.total_number,field.sensors_val7.header.seq,field.sensors_val7.header.stamp,field.sensors_val7.header.frame_id,field.sensors_val7.S_Ax,field.sensors_val7.S_Ay,field.sensors_val7.S_Az,field.sensors_val7.S_Mx,field.sensors_val7.S_My,field.sensors_val7.S_Mz,field.sensors_val7.S_Gx,field.sensors_val7.S_Gy,field.sensors_val7.S_Gz,field.sensors_val7.number,field.sensors_val7.total_number,field.sensors_val8.header.seq,field.sensors_val8.header.stamp,field.sensors_val8.header.frame_id,field.sensors_val8.S_Ax,field.sensors_val8.S_Ay,field.sensors_val8.S_Az,field.sensors_val8.S_Mx,field.sensors_val8.S_My,field.sensors_val8.S_Mz,field.sensors_val8.S_Gx,field.sensors_val8.S_Gy,field.sensors_val8.S_Gz,field.sensors_val8.number,field.sensors_val8.total_number
0,4930,0,,0,1374680212845359277,,-27.0,-248.0,-12.0,-152.0,1357.0,852.0,-33.0,-6.0,-25.0,0,9,0,1374680212852918408,,-3.0,0.0,243.0,114.0,-69.0,487.0,-95.0,-39.0,-15.0,1,9,0,1374680212865364892,,-16.0,18.0,248.0,-137.0,331.0,66.0,-7.0,19.0,-29.0,2,9,0,1374680212873359833,,14.0,-246.0,-1.0,-222.0,1408.0,882.0,2.0,22.0,-38.0,3,9,0,1374680212885371695,,237.0,53.0,5.0,-439.0,75.0,-451.0,-8.0,13.0,-7.0,4,9,0,1374680212893358743,,240.0,-73.0,4.0,-4096.0,-8.0,-4096.0,-7.0,-14.0,0.0,5,9,0,1374680212901362903,,251.0,-44.0,1.0,-533.0,20.0,-903.0,0.0,2.0,-26.0,6,9,0,1374680212917372130,,231.0,50.0,4.0,-4096.0,-180.0,1187.0,21.0,-3.0,7.0,7,9,0,1374680212965231425,,-261.0,2.0,14.0,4096.0,4096.0,-1358.0,10.0,31.0,-9.0,8,9
0,4931,0,,0,1374680212984923314,,-26.0,-253.0,-9.0,-152.0,1358.0,848.0,-27.0,0.0,-39.0,0,9,0,1374680212993359442,,-7.0,2.0,226.0,116.0,-75.0,488.0,-93.0,-28.0,-12.0,1,9,0,1374680213001460122,,-6.0,16.0,250.0,-139.0,327.0,64.0,-7.0,8.0,-32.0,2,9,0,1374680213009369856,,16.0,-249.0,4.0,-226.0,1407.0,883.0,-5.0,17.0,-36.0,3,9,0,1374680213021379483,,244.0,62.0,5.0,-439.0,74.0,-448.0,2.0,10.0,-5.0,4,9,0,1374680213028944271,,234.0,-71.0,6.0,-4096.0,-10.0,-4096.0,-7.0,-10.0,4.0,5,9,0,1374680213037360914,,248.0,-40.0,2.0,-535.0,17.0,-902.0,-14.0,3.0,-37.0,6,9,0,1374680213049360274,,235.0,52.0,2.0,-4096.0,-181.0,1183.0,23.0,-12.0,-5.0,7,9,0,1374680213101411931,,-260.0,1.0,16.0,4096.0,4096.0,-1359.0,7.0,26.0,-9.0,8,9
0,4932,0,,0,1374680213121347007,,-25.0,-252.0,-12.0,-153.0,1356.0,852.0,-35.0,0.0,-23.0,0,9,0,1374680213129361992,,-5.0,-6.0,245.0,117.0,-72.0,489.0,-99.0,-15.0,-24.0,1,9,0,1374680213137503250,,-4.0,18.0,251.0,-135.0,333.0,64.0,1.0,3.0,-42.0,2,9,0,1374680213149432909,,11.0,-246.0,3.0,-226.0,1410.0,881.0,-9.0,28.0,-28.0,3,9,0,1374680213157358846,,240.0,60.0,3.0,-440.0,75.0,-446.0,2.0,23.0,-6.0,4,9,0,1374680213168968283,,231.0,-71.0,8.0,-4096.0,-10.0,-4096.0,-8.0,-5.0,10.0,5,9,0,1374680213177361039,,247.0,-45.0,1.0,-532.0,18.0,-902.0,-4.0,6.0,-21.0,6,9,0,1374680213186965472,,235.0,56.0,2.0,-4096.0,-180.0,1183.0,19.0,-2.0,13.0,7,9,0,1374680213233619028,,-261.0,3.0,14.0,4096.0,4096.0,-1359.0,14.0,41.0,-3.0,8,9
0,4933,0,,0,1374680213249375360,,-29.0,-250.0,-8.0,-151.0,1358.0,853.0,-34.0,5.0,-24.0,0,9,0,1374680213260906434,,-7.0,-7.0,240.0,118.0,-72.0,488.0,-90.0,-31.0,-19.0,1,9,0,1374680213269360232,,-10.0,15.0,250.0,-139.0,330.0,68.0,-8.0,12.0,-22.0,2,9,0,1374680213281076386,,12.0,-249.0,-3.0,-225.0,1408.0,883.0,-2.0,4.0,-24.0,3,9,0,1374680213289377720,,240.0,54.0,9.0,-443.0,74.0,-449.0,4.0,14.0,-3.0,4,9,0,1374680213301357944,,238.0,-73.0,13.0,-4096.0,-11.0,-4096.0,-11.0,-15.0,2.0,5,9,0,1374680213309414904,,248.0,-53.0,1.0,-532.0,18.0,-901.0,-3.0,9.0,-30.0,6,9,0,1374680213321363140,,236.0,54.0,-2.0,-4096.0,-181.0,1184.0,24.0,-3.0,-2.0,7,9,0,1374680213364936695,,-261.0,2.0,13.0,4096.0,4096.0,-1362.0,5.0,21.0,-6.0,8,9
0,4934,0,,0,1374680213381433135,,-21.0,-251.0,-7.0,-150.0,1357.0,853.0,-36.0,-6.0,-30.0,0,9,0,1374680213393376623,,-4.0,-4.0,240.0,116.0,-73.0,488.0,-90.0,-8.0,-22.0,1,9,0,1374680213401359970,,-4.0,14.0,249.0,-137.0,329.0,67.0,-4.0,2.0,-40.0,2,9,0,1374680213413358003,,13.0,-250.0,1.0,-229.0,1407.0,882.0,-1.0,30.0,-34.0,3,9,0,1374680213417363610,,244.0,58.0,2.0,-437.0,75.0,-452.0,-2.0,24.0,-10.0,4,9,0,1374680213433384571,,235.0,-76.0,12.0,-4096.0,-11.0,-4096.0,-14.0,-9.0,2.0,5,9,0,1374680213441363588,,249.0,-49.0,7.0,-533.0,21.0,-900.0,-4.0,-2.0,-38.0,6,9,0,1374680213453377894,,236.0,51.0,7.0,-4096.0,-181.0,1185.0,11.0,5.0,13.0,7,9,0,1374680213497364280,,-260.0,1.0,12.0,4096.0,4096.0,-1359.0,8.0,40.0,-9.0,8,9
0,4935,0,,0,1374680213513367711,,-28.0,-257.0,-6.0,-154.0,1358.0,852.0,-36.0,-2.0,-21.0,0,9,0,1374680213525063332,,-10.0,-3.0,238.0,117.0,-69.0,489.0,-95.0,-27.0,-23.0,1,9,0,1374680213532984660,,-11.0,13.0,248.0,-139.0,331.0,64.0,-9.0,19.0,-27.0,2,9,0,1374680213541138769,,14.0,-246.0,-2.0,-228.0,1408.0,881.0,-9.0,25.0,-33.0,3,9,0,1374680213553360783,,245.0,63.0,8.0,-444.0,74.0,-451.0,2.0,15.0,-6.0,4,9,0,1374680213561364803,,239.0,-69.0,10.0,-4096.0,-10.0,-4096.0,-5.0,-12.0,-1.0,5,9,0,1374680213573030741,,249.0,-40.0,0.0,-535.0,19.0,-901.0,4.0,0.0,-5.0,6,9,0,1374680213581370278,,234.0,57.0,-6.0,-4096.0,-180.0,1183.0,16.0,1.0,4.0,7,9,0,1374680213633381498,,-260.0,1.0,13.0,4096.0,4096.0,-1359.0,9.0,28.0,-10.0,8,9
0,4936,0,,0,1374680213649383672,,-25.0,-244.0,-11.0,-151.0,1361.0,849.0,-34.0,-6.0,-30.0,0,9,0,1374680213661356632,,-5.0,-2.0,237.0,119.0,-70.0,487.0,-86.0,-29.0,-20.0,1,9,0,1374680213669359954,,-2.0,16.0,249.0,-136.0,331.0,65.0,-2.0,13.0,-26.0,2,9,0,1374680213681377822,,13.0,-249.0,-3.0,-225.0,1408.0,882.0,-9.0,27.0,-26.0,3,9,0,1374680213689356140,,236.0,59.0,7.0,-441.0,76.0,-450.0,1.0,16.0,5.0,4,9,0,1374680213697361348,,230.0,-71.0,6.0,-4096.0,-9.0,-4096.0,-14.0,-10.0,12.0,5,9,0,1374680213709377400,,249.0,-46.0,-1.0,-535.0,20.0,-899.0,-3.0,6.0,-26.0,6,9,0,1374680213717371293,,235.0,49.0,0.0,-4096.0,-182.0,1183.0,20.0,2.0,1.0,7,9,0,1374680213769419179,,-259.0,2.0,15.0,4096.0,4096.0,-1362.0,4.0,29.0,-4.0,8,9
0,4937,0,,0,1374680213789363334,,-26.0,-250.0,-17.0,-147.0,1360.0,853.0,-30.0,8.0,-21.0,0,9,0,1374680213796893970,,-2.0,-4.0,240.0,116.0,-71.0,492.0,-86.0,-28.0,-21.0,1,9,0,1374680213804895825,,-8.0,13.0,251.0,-137.0,332.0,66.0,-5.0,6.0,-40.0,2,9,0,1374680213817357884,,13.0,-248.0,3.0,-229.0,1407.0,880.0,-8.0,31.0,-29.0,3,9,0,1374680213825361624,,243.0,56.0,6.0,-441.0,73.0,-450.0,-3.0,20.0,-5.0,4,9,0,1374680213833408876,,241.0,-72.0,10.0,-4096.0,-6.0,-4096.0,-5.0,-15.0,7.0,5,9,0,1374680213845358649,,248.0,-53.0,0.0,-534.0,15.0,-902.0,1.0,6.0,-15.0,6,9,0,1374680213856906555,,237.0,53.0,0.0,-4096.0,-180.0,1181.0,14.0,-6.0,-5.0,7,9,0,1374680213901365488,,-258.0,2.0,16.0,4096.0,4096.0,-1359.0,11.0,38.0,-5.0,8,9
0,4938,0,,0,1374680213921583281,,-23.0,-254.0,-9.0,-152.0,1358.0,850.0,-36.0,-7.0,-41.0,0,9,0,1374680213925387117,,-6.0,-5.0,243.0,120.0,-72.0,486.0,-94.0,-28.0,-26.0,1,9,0,1374680213937369645,,-5.0,17.0,253.0,-136.0,330.0,65.0,1.0,12.0,-52.0,2,9,0,1374680213949358599,,8.0,-254.0,-1.0,-227.0,1405.0,882.0,-17.0,14.0,-24.0,3,9,0,1374680213957261279,,240.0,61.0,5.0,-443.0,76.0,-447.0,255.0,14.0,-9.0,4,9,0,1374680213969361002,,235.0,-78.0,4.0,-4096.0,-9.0,-4096.0,-1.0,-15.0,5.0,5,9,0,1374680213976861047,,249.0,-46.0,0.0,-534.0,18.0,-902.0,-3.0,8.0,-37.0,6,9,0,1374680213989361099,,233.0,48.0,0.0,-4096.0,-180.0,1181.0,28.0,-5.0,-7.0,7,9,0,1374680214032884438,,-260.0,0.0,14.0,4096.0,4096.0,-1359.0,9.0,30.0,-11.0,8,9
0,4939,0,,0,1374680214049365583,,-22.0,-255.0,-11.0,-152.0,1358.0,854.0,-26.0,-8.0,-50.0,0,9,0,1374680214057361362,,-6.0,-2.0,241.0,115.0,-75.0,489.0,-96.0,-45.0,-13.0,1,9,0,1374680214069359814,,-8.0,17.0,248.0,-136.0,332.0,64.0,-4.0,16.0,-34.0,2,9,0,1374680214077373892,,11.0,-250.0,1.0,-228.0,1410.0,880.0,2.0,26.0,-39.0,3,9,0,1374680214085371975,,241.0,54.0,3.0,-442.0,76.0,-449.0,-4.0,18.0,-14.0,4,9,0,1374680214097358694,,237.0,-70.0,5.0,-4096.0,-9.0,-4096.0,-8.0,-6.0,0.0,5,9,0,1374680214109406315,,252.0,-42.0,-2.0,-532.0,19.0,-897.0,0.0,4.0,-30.0,6,9,0,1374680214121360348,,239.0,46.0,1.0,-4096.0,-181.0,1188.0,21.0,-7.0,-15.0,7,9,0,1374680214169363656,,-260.0,2.0,14.0,4096.0,4096.0,-1358.0,10.0,26.0,-9.0,8,9
0,4940,0,,0,1374680214185414020,,-24.0,-253.0,-4.0,-152.0,1358.0,852.0,-34.0,6.0,-23.0,0,9,0,1374680214201359064,,-10.0,-2.0,243.0,116.0,-70.0,484.0,-95.0,-19.0,-16.0,1,9,0,1374680214209359522,,-7.0,15.0,247.0,-138.0,328.0,66.0,2.0,11.0,-41.0,2,9,0,1374680214213360589,,14.0,-246.0,0.0,-228.0,1408.0,879.0,-6.0,20.0,-28.0,3,9,0,1374680214225360997,,238.0,56.0,5.0,-441.0,74.0,-449.0,3.0,23.0,-7.0,4,9,0,1374680214233386807,,237.0,-71.0,9.0,-4096.0,-10.0,-4096.0,-6.0,-10.0,2.0,5,9,0,1374680214245366542,,246.0,-46.0,-2.0,-536.0,19.0,-903.0,-10.0,-8.0,-33.0,6,9,0,1374680214253363299,,233.0,49.0,3.0,-4096.0,-185.0,1182.0,21.0,-8.0,-1.0,7,9,0,1374680214305368512,,-261.0,1.0,14.0,4096.0,4096.0,-1359.0,2.0,24.0,-6.0,8,9
0,4941,0,,0,1374680214320933898,,-32.0,-252.0,-11.0,-151.0,1357.0,852.0,-28.0,0.0,-38.0,0,9,0,1374680214332932280,,-4.0,-5.0,240.0,117.0,-71.0,489.0,-97.0,-33.0,-13.0,1,9,0,1374680214341131577,,-7.0,13.0,251.0,-139.0,332.0,65.0,-10.0,15.0,-42.0,2,9,0,1374680214353365394,,12.0,-253.0,-3.0,-226.0,1408.0,882.0,-8.0,26.0,-28.0,3,9,0,1374680214361362570,,241.0,60.0,1.0,-442.0,73.0,-449.0,2.0,13.0,-6.0,4,9,0,1374680214369363168,,233.0,-73.0,7.0,-4096.0,-6.0,-4096.0,-10.0,-17.0,9.0,5,9,0,1374680214381359595,,247.0,-41.0,-2.0,-533.0,16.0,-901.0,-5.0,2.0,-38.0,6,9,0,1374680214389362427,,234.0,51.0,2.0,-4096.0,-180.0,1184.0,23.0,2.0,-6.0,7,9,0,1374680214437315310,,-260.0,3.0,15.0,4096.0,4096.0,-1358.0,2.0,37.0,-2.0,8,9
0,4942,0,,0,1374680214457371420,,-23.0,-250.0,-10.0,-150.0,1359.0,853.0,-38.0,0.0,-29.0,0,9,0,1374680214465373555,,-3.0,-5.0,241.0,115.0,-71.0,491.0,-96.0,-15.0,-28.0,1,9,0,1374680214473360813,,-10.0,19.0,250.0,-135.0,330.0,65.0,-4.0,5.0,-40.0,2,9,0,1374680214485380287,,12.0,-250.0,4.0,-226.0,1407.0,880.0,-1.0,28.0,-40.0,3,9,0,1374680214493362657,,245.0,57.0,5.0,-443.0,72.0,-448.0,-1.0,23.0,-13.0,4,9,0,1374680214504950791,,238.0,-76.0,7.0,-4096.0,-8.0,-4096.0,-2.0,-17.0,-5.0,5,9,0,1374680214513113072,,246.0,-48.0,-4.0,-534.0,19.0,-901.0,8.0,1.0,-39.0,6,9,0,1374680214525406534,,235.0,49.0,3.0,-4096.0,-183.0,1183.0,15.0,-8.0,-4.0,7,9,0,1374680214569367358,,-258.0,1.0,17.0,4096.0,4096.0,-1358.0,6.0,31.0,-7.0,8,9
0,4943,0,,0,1374680214585419259,,-22.0,-253.0,-13.0,-152.0,1356.0,851.0,-33.0,1.0,-35.0,0,9,0,1374680214597360930,,-9.0,-7.0,238.0,114.0,-72.0,489.0,-89.0,-30.0,-17.0,1,9,0,1374680214605362855,,-6.0,15.0,246.0,-137.0,332.0,67.0,-5.0,-1.0,-31.0,2,9,0,1374680214613360100,,5.0,-246.0,2.0,-226.0,1409.0,885.0,-6.0,29.0,-32.0,3,9,0,1374680214625407023,,243.0,59.0,2.0,-441.0,74.0,-448.0,5.0,19.0,-3.0,4,9,0,1374680214636967850,,233.0,-70.0,3.0,-4096.0,-8.0,-4096.0,3.0,-8.0,-5.0,5,9,0,1374680214645361654,,244.0,-43.0,1.0,-537.0,20.0,-902.0,-3.0,7.0,-44.0,6,9,0,1374680214657369256,,233.0,53.0,2.0,-4096.0,-182.0,1186.0,24.0,-7.0,-2.0,7,9,0,1374680214703439846,,-261.0,2.0,15.0,4096.0,4096.0,-1360.0,6.0,24.0,-8.0,8,9
0,4944,0,,0,1374680214721385562,,-25.0,-253.0,-11.0,-151.0,1361.0,852.0,-39.0,-5.0,-25.0,0,9,0,1374680214729359621,,-6.0,-6.0,240.0,115.0,-71.0,487.0,-94.0,-24.0,-12.0,1,9,0,1374680214737364409,,-3.0,14.0,247.0,-135.0,330.0,65.0,-3.0,30.0,-23.0,2,9,0,1374680214749366982,,15.0,-246.0,1.0,-222.0,1408.0,880.0,-11.0,26.0,-22.0,3,9,0,1374680214757360665,,242.0,60.0,5.0,-442.0,75.0,-449.0,-7.0,19.0,-10.0,4,9,0,1374680214769362261,,235.0,-72.0,4.0,-4096.0,-11.0,-4096.0,-16.0,-13.0,8.0,5,9,0,1374680214777360623,,249.0,-50.0,0.0,-534.0,17.0,-902.0,-9.0,1.0,-24.0,6,9,0,1374680214789359076,,234.0,51.0,3.0,-4096.0,-182.0,1185.0,27.0,-1.0,-3.0,7,9,0,1374680214836944453,,-261.0,2.0,14.0,4096.0,4096.0,-1358.0,10.0,29.0,-7.0,8,9
0,4945,0,,0,1374680214853360855,,-27.0,-253.0,-4.0,-153.0,1362.0,851.0,-34.0,4.0,-22.0,0,9,0,1374680214865364406,,-2.0,-3.0,240.0,119.0,-75.0,491.0,-96.0,-26.0,-29.0,1,9,0,1374680214873510763,,-9.0,19.0,252.0,-138.0,330.0,69.0,-2.0,9.0,-48.0,2,9,0,1374680214880905208,,7.0,-251.0,2.0,-226.0,1410.0,879.0,-4.0,32.0,-26.0,3,9,0,1374680214893422022,,236.0,66.0,0.0,-442.0,74.0,-446.0,6.0,20.0,-5.0,4,9,0,1374680214901361789,,238.0,-77.0,8.0,-4096.0,-8.0,-4096.0,-3.0,-12.0,4.0,5,9,0,1374680214909377472,,245.0,-49.0,-4.0,-533.0,18.0,-898.0,-1.0,-2.0,-22.0,6,9,0,1374680214924875042,,234.0,52.0,4.0,-4096.0,-180.0,1181.0,20.0,-7.0,-5.0,7,9,0,1374680214973368776,,-259.0,0.0,19.0,4096.0,4096.0,-1357.0,12.0,41.0,-1.0,8,9
0,4946,0,,0,1374680214993360492,,-23.0,-255.0,-9.0,-155.0,1358.0,851.0,-41.0,0.0,-26.0,0,9,0,1374680215001373382,,-8.0,-2.0,243.0,117.0,-71.0,486.0,-91.0,-32.0,-25.0,1,9,0,1374680215009377193,,-6.0,15.0,248.0,-138.0,328.0,65.0,-3.0,10.0,-35.0,2,9,0,1374680215021370896,,14.0,-249.0,0.0,-228.0,1410.0,879.0,-10.0,4.0,-30.0,3,9,0,1374680215028889170,,243.0,58.0,3.0,-438.0,75.0,-447.0,5.0,17.0,-2.0,4,9,0,1374680215037368041,,234.0,-71.0,9.0,-4096.0,-12.0,-4096.0,-2.0,-14.0,2.0,5,9,0,1374680215049365166,,246.0,-47.0,3.0,-534.0,17.0,-903.0,-2.0,9.0,-21.0,6,9,0,1374680215056923669,,233.0,47.0,1.0,-4096.0,-179.0,1186.0,31.0,-2.0,-3.0,7,9,0,1374680215109369650,,-259.0,1.0,14.0,4096.0,4096.0,-1359.0,9.0,20.0,-6.0,8,9
0,4947,0,,0,1374680215125361627,,-26.0,-246.0,-9.0,-155.0,1390.0,846.0,-25.0,-20.0,-39.0,0,9,0,1374680215137360079,,3.0,2.0,240.0,119.0,-80.0,460.0,-92.0,-27.0,-25.0,1,9,0,1374680215145461249,,1.0,14.0,260.0,-129.0,321.0,31.0,1.0,-28.0,-41.0,2,9,0,1374680215157368069,,11.0,-267.0,-2.0,-225.0,1466.0,875.0,6.0,26.0,-68.0,3,9,0,1374680215165364127,,254.0,50.0,-1.0,-506.0,51.0,-424.0,-7.0,28.0,-20.0,4,9,0,1374680215177298745,,230.0,-78.0,5.0,-4096.0,20.0,-4096.0,2.0,5.0,6.0,5,9,0,1374680215185095336,,245.0,-48.0,2.0,-610.0,57.0,-913.0,2.0,-20.0,-100.0,6,9,0,1374680215197358068,,242.0,44.0,6.0,-4096.0,-172.0,1142.0,26.0,-25.0,-9.0,7,9,0,1374680215246509357,,-265.0,-3.0,6.0,4096.0,4096.0,-1344.0,15.0,58.0,-13.0,8,9
0,4948,0,,0,1374680215261362362,,-22.0,-254.0,-13.0,-143.0,1421.0,845.0,-28.0,-11.0,-27.0,0,9,0,1374680215273077957,,-6.0,-9.0,244.0,131.0,-81.0,437.0,-86.0,-18.0,-13.0,1,9,0,1374680215285364155,,-12.0,21.0,250.0,-142.0,313.0,14.0,-18.0,10.0,-26.0,2,9,0,1374680215293362448,,11.0,-246.0,5.0,-239.0,1485.0,872.0,-11.0,17.0,-60.0,3,9,0,1374680215301374500,,246.0,53.0,8.0,-523.0,31.0,-421.0,1.0,-13.0,-18.0,4,9,0,1374680215313367155,,231.0,-76.0,8.0,-4096.0,5.0,-4096.0,-16.0,-41.0,-14.0,5,9,0,1374680215325368052,,250.0,-41.0,-1.0,-617.0,72.0,-909.0,19.0,37.0,37.0,6,9,0,1374680215332949253,,229.0,51.0,1.0,-4096.0,-157.0,1143.0,7.0,27.0,0.0,7,9,0,1374680215377363487,,-260.0,5.0,18.0,4096.0,4096.0,-1334.0,15.0,3.0,5.0,8,9
0,4949,0,,0,1374680215392895908,,-30.0,-251.0,-6.0,-136.0,1425.0,841.0,-35.0,7.0,-1.0,0,9,0,1374680215400858443,,-9.0,1.0,241.0,133.0,-81.0,437.0,-94.0,-9.0,-16.0,1,9,0,1374680215412970666,,0.0,9.0,250.0,-142.0,311.0,13.0,5.0,13.0,-34.0,2,9,0,1374680215421364890,,11.0,-250.0,-3.0,-240.0,1484.0,872.0,-3.0,-1.0,-10.0,3,9,0,1374680215432927043,,236.0,60.0,3.0,-523.0,32.0,-421.0,0.0,37.0,9.0,4,9,0,1374680215441360448,,239.0,-71.0,11.0,-4096.0,3.0,-4096.0,-7.0,3.0,5.0,5,9,0,1374680215449359858,,244.0,-39.0,3.0,-618.0,74.0,-909.0,-17.0,-6.0,-44.0,6,9,0,1374680215465359447,,235.0,52.0,0.0,-4096.0,-155.0,1142.0,21.0,-25.0,-12.0,7,9,0,1374680215513395930,,-259.0,1.0,17.0,4096.0,4096.0,-1334.0,-4.0,35.0,-13.0,8,9
0,4950,0,,0,1374680215529388186,,-13.0,-249.0,-15.0,-140.0,1421.0,843.0,-34.0,2.0,-29.0,0,9,0,1374680215541360587,,-4.0,-13.0,243.0,130.0,-82.0,440.0,-97.0,-19.0,-40.0,1,9,0,1374680215548943604,,-15.0,18.0,250.0,-141.0,310.0,10.0,-256.0,6.0,-62.0,2,9,0,1374680215561365364,,7.0,-248.0,4.0,-239.0,1484.0,872.0,-9.0,28.0,-30.0,3,9,0,1374680215569358279,,239.0,60.0,4.0,-521.0,33.0,-423.0,10.0,14.0,0.0,4,9,0,1374680215577362579,,239.0,-71.0,10.0,-4096.0,2.0,-4096.0,-6.0,-20.0,1.0,5,9,0,1374680215589360822,,248.0,-52.0,2.0,-619.0,69.0,-910.0,-3.0,9.0,-19.0,6,9,0,1374680215597078702,,232.0,46.0,-2.0,-4096.0,-154.0,1146.0,22.0,8.0,1.0,7,9,0,1374680215645364657,,-259.0,0.0,18.0,4096.0,4096.0,-1336.0,8.0,23.0,1.0,8,9
0,4951,0,,0,1374680215665393390,,-27.0,-250.0,-13.0,-136.0,1423.0,841.0,-20.0,-12.0,-30.0,0,9,0,1374680215673379251,,-4.0,-11.0,242.0,131.0,-78.0,436.0,-99.0,-20.0,-20.0,1,9,0,1374680215681360154,,-5.0,13.0,249.0,-141.0,310.0,13.0,-2.0,1.0,-42.0,2,9,0,1374680215693412035,,11.0,-248.0,4.0,-239.0,1483.0,871.0,-7.0,40.0,-28.0,3,9,0,1374680215701358506,,243.0,56.0,6.0,-522.0,32.0,-422.0,-8.0,22.0,-16.0,4,9,0,1374680215708882786,,235.0,-69.0,11.0,-4096.0,0.0,-4096.0,-2.0,-1.0,5.0,5,9,0,1374680215721400997,,239.0,-48.0,-2.0,-621.0,73.0,-907.0,5.0,3.0,-43.0,6,9,0,1374680215733389881,,233.0,46.0,2.0,-4096.0,-155.0,1145.0,27.0,-2.0,-5.0,7,9,0,1374680215781375589,,-260.0,-2.0,16.0,4096.0,4096.0,-1335.0,7.0,26.0,-12.0,8,9
0,4952,0,,0,1374680215797387540,,-23.0,-252.0,-12.0,-140.0,1423.0,844.0,-26.0,-10.0,-33.0,0,9,0,1374680215805408602,,-6.0,-4.0,239.0,133.0,-85.0,437.0,-92.0,-17.0,-17.0,1,9,0,1374680215817361517,,1.0,18.0,255.0,-142.0,310.0,13.0,-7.0,1.0,-44.0,2,9,0,1374680215829379805,,9.0,-249.0,11.0,-240.0,1488.0,872.0,-11.0,38.0,-38.0,3,9,0,1374680215837360288,,241.0,61.0,6.0,-523.0,33.0,-423.0,-5.0,1.0,-14.0,4,9,0,1374680215849468601,,233.0,-69.0,13.0,-4096.0,0.0,-4096.0,-15.0,-10.0,-3.0,5,9,0,1374680215857361224,,248.0,-53.0,-4.0,-617.0,72.0,-909.0,-9.0,5.0,-21.0,6,9,0,1374680215869358838,,240.0,49.0,-2.0,-4096.0,-157.0,1148.0,21.0,-4.0,7.0,7,9,0,1374680215917360540,,-258.0,3.0,20.0,4096.0,4096.0,-1333.0,12.0,24.0,-9.0,8,9
